complaint_hour,fraud_amount,fraud_type,victim_district,withdrawal_lat,withdrawal_lon,hours_to_withdrawal,risk_score,cluster_id
21,10000,UPI,Hubli,12.9527,77.6919,0.73,30.0,4
22,15000,NetBanking,Mysore,13.0032,77.5915,2.29,35.0,2
15,50000,UPI,Mysore,12.991,77.5806,0.78,50.0,2
21,15000,NetBanking,Mangalore,13.0055,77.5869,2.09,35.0,2
10,10000,UPI,Bangalore,13.003,77.5763,2.84,10.0,2
16,50000,CreditCard,Bangalore,12.9517,77.7009,0.54,50.0,4
9,100000,Debit,Bangalore,12.9493,77.6708,2.31,100.0,4
22,10000,NetBanking,Mysore,13.0056,77.589,3.96,30.0,2
9,10000,NetBanking,Hubli,12.9776,77.5699,4.0,10.0,2
14,100000,UPI,Mysore,13.0074,77.6006,1.44,100.0,2
9,10000,CreditCard,Mysore,13.0014,77.5727,0.7,10.0,2
16,50000,CreditCard,Mangalore,12.9334,77.6382,1.83,50.0,1
14,15000,UPI,Mysore,12.9651,77.5866,2.2,15.0,0
22,10000,Debit,Hubli,12.9668,77.5851,3.33,30.0,0
21,10000,CreditCard,Bangalore,12.9364,77.6407,3.67,30.0,1
21,50000,UPI,Hubli,12.9748,77.5921,1.47,70.0,0
21,5000,CreditCard,Hubli,12.9687,77.579,3.7,25.0,0
15,50000,CreditCard,Mangalore,12.9804,77.5938,3.25,50.0,0
10,10000,CreditCard,Mangalore,12.9334,77.6564,1.83,10.0,1
14,50000,Debit,Mangalore,12.963,77.6925,3.41,50.0,4
21,10000,UPI,Mangalore,12.9969,77.5915,1.95,30.0,2
15,10000,CreditCard,Mangalore,12.9363,77.6101,1.78,10.0,1
15,100000,UPI,Mysore,12.9808,77.5879,3.17,100.0,0
11,10000,Debit,Bangalore,12.9903,77.6054,0.85,10.0,0
11,15000,NetBanking,Hubli,12.9307,77.6373,3.88,15.0,1
22,10000,CreditCard,Bangalore,12.9723,77.6031,3.39,30.0,0
21,100000,CreditCard,Mangalore,13.006,77.5715,1.83,100.0,2
20,20000,UPI,Bangalore,12.9288,77.6348,2.54,40.0,1
21,100000,Debit,Hubli,12.9683,77.5906,1.67,100.0,0
20,5000,CreditCard,Mysore,12.962,77.5988,3.35,25.0,0
20,20000,Debit,Bangalore,12.9922,77.5839,2.71,40.0,0
16,10000,Debit,Mysore,12.9718,77.6087,0.54,10.0,0
9,15000,CreditCard,Mysore,12.9708,77.5991,1.12,15.0,0
16,5000,UPI,Mysore,12.9906,77.5843,3.16,5.0,2
15,50000,UPI,Bangalore,12.9697,77.6045,2.97,50.0,0
21,15000,CreditCard,Bangalore,12.9835,77.6205,3.19,35.0,0
21,10000,Debit,Mangalore,12.941,77.6278,2.78,30.0,1
9,100000,NetBanking,Bangalore,12.9735,77.5911,3.33,100.0,0
21,20000,NetBanking,Hubli,13.0046,77.577,0.72,40.0,2
10,100000,Debit,Bangalore,13.0029,77.5932,2.53,100.0,2
16,100000,UPI,Hubli,12.9615,77.606,0.55,100.0,0
14,10000,Debit,Mysore,12.9732,77.6988,0.59,10.0,4
15,20000,Debit,Hubli,12.9504,77.5885,1.06,20.0,0
10,15000,Debit,Bangalore,12.923,77.6098,2.29,15.0,3
14,20000,CreditCard,Mysore,12.9616,77.5896,1.33,20.0,0
9,5000,CreditCard,Bangalore,13.0096,77.5855,2.79,5.0,2
11,15000,UPI,Hubli,12.9988,77.5763,2.51,15.0,2
21,10000,Debit,Hubli,12.9677,77.5854,2.77,30.0,0
21,15000,NetBanking,Hubli,12.9262,77.6068,1.25,35.0,3
11,15000,NetBanking,Hubli,12.9722,77.7152,0.76,15.0,4
11,50000,CreditCard,Bangalore,12.9452,77.6202,1.84,50.0,1
15,100000,Debit,Bangalore,12.9392,77.6243,0.94,100.0,1
15,5000,UPI,Mangalore,12.9626,77.5978,2.32,5.0,0
14,10000,UPI,Mangalore,12.9234,77.6364,1.99,10.0,1
9,50000,Debit,Mysore,12.967,77.5966,3.8,50.0,0
15,15000,UPI,Mysore,12.938,77.6219,3.72,15.0,1
20,100000,NetBanking,Mysore,12.9775,77.5899,1.67,100.0,0
16,10000,UPI,Mangalore,12.9187,77.5965,1.53,10.0,3
11,50000,UPI,Mangalore,12.9729,77.614,0.69,50.0,0
20,50000,UPI,Hubli,12.9616,77.5878,3.93,70.0,0
14,15000,Debit,Mangalore,12.9767,77.5964,2.34,15.0,0
16,100000,CreditCard,Bangalore,12.9135,77.6149,1.82,100.0,3
21,5000,UPI,Mysore,13.0075,77.5911,3.88,25.0,2
16,10000,NetBanking,Mangalore,12.9757,77.5922,3.72,10.0,0
9,15000,CreditCard,Mangalore,12.9783,77.6136,2.05,15.0,0
22,15000,NetBanking,Mysore,12.9703,77.5849,0.85,35.0,0
21,50000,Debit,Mysore,12.9463,77.6233,1.3,70.0,1
16,50000,Debit,Mangalore,12.9135,77.633,0.63,50.0,1
11,5000,Debit,Mysore,12.9662,77.5937,2.46,5.0,0
20,100000,CreditCard,Hubli,12.9749,77.5965,0.92,100.0,0
21,10000,NetBanking,Hubli,12.9671,77.6956,0.69,30.0,4
15,20000,CreditCard,Mangalore,12.9651,77.6974,3.42,20.0,4
9,100000,Debit,Mysore,12.979,77.6008,3.39,100.0,0
16,10000,Debit,Mangalore,12.9006,77.6209,0.81,10.0,3
9,50000,CreditCard,Hubli,12.9662,77.6027,1.9,50.0,0
10,100000,CreditCard,Hubli,12.9753,77.613,1.62,100.0,0
20,15000,UPI,Bangalore,12.9694,77.5911,3.72,35.0,0
16,100000,Debit,Mangalore,12.935,77.6215,1.18,100.0,1
10,20000,NetBanking,Hubli,12.9796,77.5784,3.63,20.0,0
21,10000,UPI,Hubli,12.9611,77.5839,1.51,30.0,0
14,20000,Debit,Hubli,12.9447,77.6416,2.48,20.0,1
14,15000,UPI,Mangalore,12.9342,77.6228,3.48,15.0,1
9,15000,NetBanking,Bangalore,13.0019,77.5916,3.44,15.0,2
21,10000,UPI,Mangalore,12.9919,77.5824,3.55,30.0,2
10,5000,NetBanking,Mysore,13.011,77.585,0.58,5.0,2
20,100000,CreditCard,Mysore,12.9735,77.6046,2.73,100.0,0
14,50000,Debit,Mangalore,12.9742,77.5868,1.26,50.0,2
14,5000,CreditCard,Hubli,12.9287,77.6062,2.03,5.0,1
9,50000,CreditCard,Bangalore,12.9767,77.6083,2.51,50.0,0
10,10000,Debit,Mysore,12.9338,77.634,0.89,10.0,1
15,50000,NetBanking,Mangalore,12.9513,77.6376,1.92,50.0,1
16,5000,NetBanking,Hubli,12.9264,77.6174,1.68,5.0,3
15,15000,Debit,Mysore,12.9724,77.5786,3.55,15.0,0
20,20000,UPI,Bangalore,12.9575,77.6916,2.92,40.0,4
10,10000,Debit,Hubli,12.9317,77.6082,1.75,10.0,3
21,20000,NetBanking,Bangalore,12.9728,77.6001,2.9,40.0,0
11,20000,Debit,Bangalore,12.9104,77.627,1.65,20.0,3
20,100000,CreditCard,Hubli,12.9654,77.5965,3.0,100.0,0
20,5000,Debit,Mangalore,12.9642,77.5814,1.58,25.0,0
9,20000,CreditCard,Mysore,12.9291,77.6241,3.49,20.0,1
22,50000,NetBanking,Bangalore,12.9309,77.6176,3.0,70.0,1
22,50000,Debit,Hubli,12.9871,77.5792,1.93,70.0,2
22,15000,UPI,Mangalore,12.9202,77.6321,1.28,35.0,1
11,5000,Debit,Hubli,12.9724,77.58,1.19,5.0,0
22,5000,CreditCard,Mangalore,12.9569,77.6925,2.93,25.0,4
11,5000,UPI,Mysore,12.9748,77.608,3.09,5.0,0
10,50000,CreditCard,Hubli,12.9528,77.5958,1.64,50.0,0
20,20000,NetBanking,Mangalore,12.9084,77.6167,2.43,40.0,3
16,10000,NetBanking,Hubli,12.9621,77.6925,2.24,10.0,4
9,15000,UPI,Mangalore,12.9684,77.5866,2.84,15.0,0
14,10000,CreditCard,Hubli,12.9824,77.5948,3.95,10.0,0
14,5000,CreditCard,Mangalore,12.9906,77.594,0.94,5.0,0
21,15000,NetBanking,Mangalore,12.9645,77.5795,1.68,35.0,0
14,20000,Debit,Mangalore,12.9172,77.6087,1.73,20.0,1
22,20000,Debit,Bangalore,12.9627,77.7051,1.48,40.0,4
10,100000,UPI,Bangalore,12.9194,77.6335,2.31,100.0,1
10,20000,Debit,Bangalore,12.9668,77.5961,2.7,20.0,0
10,100000,CreditCard,Hubli,12.9761,77.709,0.76,100.0,4
9,5000,UPI,Hubli,12.9325,77.6156,0.53,5.0,1
21,15000,NetBanking,Mysore,12.9501,77.5874,0.56,35.0,0
22,50000,CreditCard,Mangalore,12.9991,77.5701,3.98,70.0,2
10,15000,UPI,Hubli,12.9087,77.6108,0.91,15.0,3
10,10000,UPI,Mangalore,12.933,77.618,3.72,10.0,1
16,20000,Debit,Bangalore,12.9369,77.6289,2.25,20.0,1
14,100000,Debit,Hubli,12.9607,77.6087,1.7,100.0,0
22,15000,CreditCard,Mangalore,12.959,77.7002,2.36,35.0,4
9,100000,Debit,Mysore,12.9787,77.5969,2.65,100.0,0
15,5000,Debit,Mangalore,12.9811,77.5975,2.86,5.0,0
15,100000,UPI,Mangalore,12.9655,77.5982,1.12,100.0,0
20,20000,CreditCard,Bangalore,12.9238,77.6256,2.31,40.0,1
10,100000,Debit,Mangalore,12.9713,77.5925,0.89,100.0,0
11,50000,Debit,Hubli,12.9703,77.5758,1.93,50.0,0
16,20000,NetBanking,Hubli,12.9297,77.6254,0.71,20.0,1
11,20000,CreditCard,Mangalore,12.9732,77.5843,1.99,20.0,0
15,15000,Debit,Mysore,12.9479,77.6158,0.7,15.0,1
15,15000,UPI,Bangalore,12.9697,77.7043,1.0,15.0,4
22,15000,UPI,Mysore,12.9651,77.6124,2.73,35.0,0
10,100000,CreditCard,Mysore,12.9597,77.6038,1.15,100.0,0
16,100000,NetBanking,Mangalore,12.92,77.6033,1.72,100.0,3
20,50000,CreditCard,Bangalore,13.0151,77.5775,1.97,70.0,2
14,5000,UPI,Mysore,13.0041,77.5826,0.82,5.0,2
10,15000,NetBanking,Mangalore,12.9999,77.5881,1.85,15.0,2
15,20000,Debit,Bangalore,12.9795,77.5771,3.87,20.0,0
14,5000,Debit,Bangalore,12.9846,77.578,1.33,5.0,0
21,15000,NetBanking,Bangalore,12.9203,77.6213,1.92,35.0,3
14,15000,Debit,Mysore,12.9607,77.5905,1.7,15.0,0
11,50000,CreditCard,Mangalore,12.9901,77.5779,2.9,50.0,2
9,5000,Debit,Hubli,12.9685,77.6024,0.52,5.0,0
20,15000,CreditCard,Mangalore,12.9731,77.714,1.25,35.0,4
22,50000,NetBanking,Mysore,12.9544,77.6979,3.92,70.0,4
10,100000,UPI,Mysore,12.9184,77.6164,0.79,100.0,1
9,20000,NetBanking,Hubli,12.9696,77.7162,1.03,20.0,4
10,100000,Debit,Mysore,12.9889,77.5741,3.05,100.0,2
22,50000,UPI,Mysore,12.9597,77.7028,0.78,70.0,4
14,100000,UPI,Mangalore,12.9635,77.5988,3.04,100.0,0
14,20000,Debit,Mangalore,12.9965,77.5799,1.78,20.0,2
22,20000,NetBanking,Bangalore,12.9407,77.6246,2.41,40.0,1
11,100000,UPI,Mysore,12.9968,77.5789,2.14,100.0,2
20,100000,CreditCard,Mangalore,12.9343,77.6208,0.85,100.0,1
20,50000,UPI,Hubli,12.9326,77.6405,3.55,70.0,1
20,15000,NetBanking,Bangalore,12.9772,77.5916,1.3,35.0,0
11,5000,Debit,Mangalore,12.967,77.6967,2.21,5.0,4
11,5000,Debit,Bangalore,12.9717,77.7037,3.63,5.0,4
9,50000,UPI,Hubli,12.9705,77.5991,3.28,50.0,0
21,10000,CreditCard,Mysore,12.9559,77.5833,1.91,30.0,0
10,10000,Debit,Hubli,12.9597,77.596,2.41,10.0,0
22,50000,CreditCard,Bangalore,12.9889,77.6169,2.36,70.0,0
9,5000,UPI,Mangalore,12.978,77.5996,2.43,5.0,0
22,50000,UPI,Bangalore,12.9536,77.5892,3.7,70.0,0
11,20000,CreditCard,Bangalore,12.9933,77.5738,1.72,20.0,2
14,50000,NetBanking,Bangalore,12.9699,77.5899,2.5,50.0,0
20,20000,CreditCard,Mysore,12.9518,77.6021,2.68,40.0,0
15,10000,CreditCard,Mangalore,12.9245,77.6269,0.97,10.0,1
22,20000,CreditCard,Hubli,13.0219,77.5708,2.1,40.0,2
9,15000,NetBanking,Bangalore,12.9099,77.6216,0.54,15.0,1
21,100000,UPI,Bangalore,13.0122,77.5996,2.83,100.0,2
14,10000,NetBanking,Bangalore,12.9593,77.5996,1.77,10.0,0
20,100000,Debit,Bangalore,12.9669,77.5935,0.61,100.0,0
9,50000,NetBanking,Mangalore,12.9864,77.685,1.94,50.0,4
10,5000,CreditCard,Bangalore,12.9377,77.6292,1.44,5.0,1
14,15000,Debit,Mysore,12.9709,77.701,1.8,15.0,4
21,5000,CreditCard,Bangalore,12.9747,77.5907,1.74,25.0,0
22,15000,CreditCard,Hubli,13.0039,77.5766,1.91,35.0,2
11,100000,CreditCard,Mysore,12.9414,77.6208,3.74,100.0,1
21,100000,Debit,Mysore,13.005,77.5797,3.82,100.0,2
14,20000,Debit,Mangalore,12.9465,77.624,2.44,20.0,1
22,20000,CreditCard,Mangalore,12.9539,77.6072,1.95,40.0,0
21,10000,CreditCard,Mysore,12.9509,77.6935,1.43,30.0,4
14,15000,UPI,Mangalore,12.904,77.6237,3.29,15.0,3
14,100000,NetBanking,Hubli,12.9502,77.626,1.25,100.0,0
9,10000,Debit,Hubli,12.9822,77.5968,3.46,10.0,0
20,50000,Debit,Bangalore,12.9711,77.5975,3.94,70.0,0
20,5000,UPI,Mysore,13.0064,77.5865,0.67,25.0,2
16,50000,UPI,Hubli,12.9156,77.6109,0.87,50.0,3
10,100000,Debit,Hubli,12.9992,77.5785,3.19,100.0,2
10,15000,Debit,Mysore,12.9697,77.6059,0.72,15.0,0
21,10000,Debit,Mangalore,12.9159,77.5806,2.48,30.0,3
21,50000,UPI,Hubli,12.9166,77.6119,0.91,70.0,3
21,100000,Debit,Mysore,12.935,77.6206,0.9,100.0,1
20,15000,UPI,Mangalore,12.9828,77.6041,2.59,35.0,0
21,20000,CreditCard,Hubli,12.9639,77.5987,3.72,40.0,0
14,20000,NetBanking,Hubli,12.9503,77.6862,2.45,20.0,4
22,5000,UPI,Mangalore,12.9949,77.5886,3.16,25.0,2
20,100000,CreditCard,Mangalore,12.9195,77.6151,1.41,100.0,3
14,20000,UPI,Mysore,12.9789,77.5998,2.71,20.0,0
15,100000,NetBanking,Hubli,12.9036,77.6143,2.57,100.0,3
11,20000,NetBanking,Mangalore,12.9796,77.6021,2.49,20.0,0
22,100000,Debit,Mysore,12.9471,77.6316,1.63,100.0,1
15,20000,CreditCard,Hubli,12.9751,77.6053,0.69,20.0,0
20,15000,CreditCard,Mysore,12.9713,77.5858,1.1,35.0,0
22,20000,NetBanking,Bangalore,12.9336,77.6171,0.67,40.0,1
15,100000,CreditCard,Hubli,12.9648,77.5932,3.35,100.0,0
15,20000,UPI,Bangalore,12.9933,77.5769,3.97,20.0,2
16,15000,NetBanking,Bangalore,12.9527,77.5967,1.66,15.0,0
15,100000,UPI,Bangalore,13.0012,77.5718,0.64,100.0,2
20,20000,UPI,Bangalore,12.9166,77.6194,3.68,40.0,3
11,20000,Debit,Mysore,12.9191,77.6169,1.27,20.0,1
16,15000,UPI,Mangalore,12.9935,77.5706,1.41,15.0,2
9,50000,UPI,Mangalore,12.9799,77.5927,1.87,50.0,0
14,10000,Debit,Hubli,12.969,77.5746,2.47,10.0,0
15,10000,UPI,Bangalore,12.978,77.5822,1.28,10.0,0
21,5000,UPI,Mysore,13.0018,77.5828,0.76,25.0,2
22,20000,CreditCard,Hubli,12.9236,77.5969,0.53,40.0,3
22,20000,NetBanking,Hubli,12.9414,77.5964,2.25,40.0,0
16,20000,Debit,Mysore,12.928,77.6224,3.88,20.0,3
20,15000,CreditCard,Mysore,12.9373,77.6196,2.06,35.0,1
15,5000,NetBanking,Mangalore,12.9433,77.6148,1.47,5.0,1
20,50000,CreditCard,Mangalore,12.9148,77.6151,2.06,70.0,3
11,100000,NetBanking,Mysore,12.9822,77.6222,1.56,100.0,0
21,15000,UPI,Bangalore,13.0051,77.5749,2.22,35.0,2
21,10000,NetBanking,Mysore,12.9349,77.6068,3.28,30.0,1
20,50000,Debit,Mysore,12.9531,77.6959,3.4,70.0,4
15,10000,UPI,Mysore,12.996,77.5815,2.41,10.0,2
9,10000,UPI,Hubli,12.9018,77.6212,1.25,10.0,3
11,5000,Debit,Hubli,12.96,77.6999,1.81,5.0,4
22,100000,CreditCard,Mysore,12.9683,77.5962,3.59,100.0,0
14,20000,UPI,Mysore,12.9799,77.5859,3.88,20.0,0
15,20000,CreditCard,Hubli,12.9946,77.577,2.69,20.0,2
20,100000,CreditCard,Mangalore,12.9217,77.6163,2.8,100.0,1
10,100000,CreditCard,Mysore,12.9668,77.6033,1.36,100.0,0
16,100000,CreditCard,Mangalore,12.9378,77.6264,3.18,100.0,1
22,20000,Debit,Hubli,12.9437,77.6231,1.61,40.0,1
20,15000,Debit,Hubli,12.9391,77.6235,1.23,35.0,1
15,10000,CreditCard,Bangalore,12.9379,77.6187,1.81,10.0,1
22,10000,CreditCard,Mysore,12.9472,77.5933,0.74,30.0,0
16,10000,CreditCard,Hubli,12.9742,77.7093,1.47,10.0,4
16,50000,CreditCard,Mangalore,12.9813,77.607,3.07,50.0,0
15,20000,CreditCard,Mysore,12.9725,77.5966,3.82,20.0,0
22,50000,Debit,Mangalore,12.9654,77.5914,0.83,70.0,0
16,10000,Debit,Mysore,12.9662,77.712,3.44,10.0,4
11,50000,NetBanking,Hubli,12.9998,77.5755,3.53,50.0,2
11,100000,UPI,Mysore,12.9352,77.6305,3.87,100.0,1
22,50000,Debit,Mangalore,12.9456,77.677,3.2,70.0,4
21,50000,Debit,Mysore,12.9957,77.5678,1.25,70.0,2
11,5000,CreditCard,Bangalore,12.9961,77.5785,3.31,5.0,2
16,15000,CreditCard,Mangalore,12.9671,77.6091,2.94,15.0,0
15,20000,Debit,Mysore,12.9749,77.5976,3.08,20.0,0
21,15000,NetBanking,Mysore,12.9162,77.5986,0.98,35.0,3
10,20000,CreditCard,Mysore,13.0116,77.5792,2.71,20.0,2
20,20000,Debit,Hubli,12.9783,77.5839,1.02,40.0,0
11,20000,NetBanking,Hubli,12.8945,77.6182,3.6,20.0,3
10,10000,Debit,Mysore,12.939,77.6155,3.84,10.0,1
16,100000,NetBanking,Hubli,12.9265,77.6358,1.24,100.0,1
15,5000,UPI,Bangalore,12.9597,77.611,1.41,5.0,0
14,15000,Debit,Mysore,12.9626,77.601,3.95,15.0,0
21,5000,UPI,Mysore,12.9683,77.6006,1.34,25.0,0
21,15000,CreditCard,Mangalore,12.9662,77.593,0.72,35.0,0
11,15000,Debit,Bangalore,12.972,77.5846,3.09,15.0,0
9,5000,NetBanking,Mysore,12.979,77.5895,1.68,5.0,0
14,20000,CreditCard,Mangalore,12.9329,77.6146,1.17,20.0,1
21,20000,CreditCard,Mysore,12.9096,77.6226,3.29,40.0,1
16,20000,Debit,Mangalore,12.9593,77.6323,3.16,20.0,1
14,10000,NetBanking,Mangalore,12.9598,77.6974,3.4,10.0,4
14,50000,CreditCard,Hubli,12.9602,77.7055,0.71,50.0,4
9,10000,CreditCard,Hubli,12.8982,77.6211,0.96,10.0,3
11,50000,NetBanking,Bangalore,12.9424,77.6317,3.78,50.0,1
14,20000,NetBanking,Mysore,12.9396,77.6247,3.28,20.0,1
11,50000,CreditCard,Hubli,12.9667,77.7059,0.5,50.0,4
11,50000,UPI,Bangalore,12.9977,77.5743,2.65,50.0,2
11,10000,CreditCard,Bangalore,12.9362,77.64,1.39,10.0,1
10,100000,Debit,Mangalore,12.9888,77.5653,3.42,100.0,2
9,20000,UPI,Bangalore,12.9368,77.625,0.77,20.0,1
11,50000,NetBanking,Hubli,12.9369,77.6269,1.41,50.0,1
10,100000,CreditCard,Hubli,12.933,77.6394,1.14,100.0,1
10,50000,NetBanking,Mangalore,12.9192,77.6162,3.64,50.0,1
10,10000,CreditCard,Mysore,12.9706,77.5782,1.61,10.0,0
9,5000,Debit,Hubli,12.9994,77.5966,1.99,5.0,2
14,15000,UPI,Mysore,12.9718,77.5969,3.47,15.0,0
11,15000,Debit,Mysore,12.959,77.5884,1.37,15.0,0
9,20000,UPI,Bangalore,12.9678,77.5914,3.7,20.0,0
11,20000,UPI,Hubli,12.948,77.6301,2.15,20.0,1
10,50000,UPI,Mangalore,12.9605,77.5971,1.32,50.0,0
14,50000,UPI,Bangalore,12.9766,77.606,1.86,50.0,0
9,100000,UPI,Hubli,12.9874,77.5844,1.35,100.0,0
22,50000,Debit,Mysore,12.9271,77.6119,1.33,70.0,1
22,10000,CreditCard,Mysore,12.9693,77.5993,2.15,30.0,0
9,15000,UPI,Bangalore,12.9815,77.5938,3.68,15.0,0
14,10000,CreditCard,Mangalore,12.932,77.626,3.95,10.0,1
15,50000,NetBanking,Hubli,12.9268,77.6454,0.71,50.0,1
21,100000,Debit,Mysore,12.9851,77.5818,1.54,100.0,2
22,5000,CreditCard,Mangalore,12.9554,77.6246,0.69,25.0,1
15,100000,Debit,Hubli,12.9581,77.6964,2.27,100.0,4
10,20000,CreditCard,Bangalore,12.9698,77.6083,2.3,20.0,0
10,50000,CreditCard,Mysore,12.9495,77.6099,0.93,50.0,0
14,15000,NetBanking,Bangalore,12.987,77.5773,3.63,15.0,2
11,50000,CreditCard,Bangalore,12.9673,77.6005,3.84,50.0,0
15,20000,UPI,Mysore,12.9556,77.5992,2.5,20.0,0
22,10000,UPI,Hubli,12.9554,77.6109,3.01,30.0,1
15,10000,Debit,Mangalore,12.9371,77.6179,1.06,10.0,1
9,5000,UPI,Mysore,12.9143,77.6102,2.63,5.0,3
11,20000,CreditCard,Mangalore,12.9948,77.5849,3.6,20.0,2
15,15000,NetBanking,Mysore,13.0192,77.5781,2.38,15.0,2
11,20000,CreditCard,Bangalore,12.9424,77.6116,3.16,20.0,1
22,15000,Debit,Hubli,12.962,77.5993,1.28,35.0,0
16,5000,CreditCard,Mangalore,12.95,77.6281,1.32,5.0,1
20,20000,CreditCard,Mysore,12.9981,77.58,3.95,40.0,2
21,15000,NetBanking,Mysore,12.9887,77.586,2.07,35.0,2
22,15000,CreditCard,Mysore,13.01,77.5755,0.85,35.0,2
10,100000,Debit,Mysore,12.9965,77.5827,1.34,100.0,2
15,5000,NetBanking,Mysore,12.9056,77.6093,0.85,5.0,3
16,15000,UPI,Hubli,12.9926,77.5921,1.27,15.0,0
20,100000,NetBanking,Hubli,12.968,77.5881,2.93,100.0,0
20,100000,CreditCard,Mysore,12.9174,77.6082,3.11,100.0,3
22,20000,NetBanking,Mangalore,12.9035,77.6232,2.94,40.0,3
21,5000,NetBanking,Mysore,12.9858,77.5886,3.11,25.0,0
20,100000,NetBanking,Bangalore,12.9529,77.6047,0.88,100.0,0
14,50000,UPI,Bangalore,12.9648,77.6025,2.01,50.0,0
21,10000,Debit,Mangalore,12.9519,77.6035,0.75,30.0,0
21,100000,UPI,Bangalore,12.9595,77.6019,1.38,100.0,0
22,10000,CreditCard,Bangalore,12.9717,77.5851,3.33,30.0,0
22,20000,NetBanking,Mysore,12.9559,77.7069,1.64,40.0,4
15,100000,CreditCard,Hubli,12.9363,77.6303,0.96,100.0,1
9,100000,NetBanking,Bangalore,12.9914,77.579,2.76,100.0,0
11,100000,NetBanking,Bangalore,12.9878,77.5956,3.79,100.0,0
22,10000,Debit,Bangalore,12.9922,77.5667,0.8,30.0,2
10,100000,UPI,Bangalore,12.9697,77.6038,1.2,100.0,0
10,15000,CreditCard,Bangalore,12.9999,77.5951,1.08,15.0,2
10,100000,Debit,Mangalore,12.9867,77.5799,3.65,100.0,2
9,5000,UPI,Mysore,12.9591,77.5982,1.75,5.0,0
16,20000,UPI,Mangalore,13.0101,77.5758,0.52,20.0,2
15,10000,CreditCard,Mysore,12.934,77.702,0.7,10.0,4
10,10000,Debit,Bangalore,13.0056,77.584,2.68,10.0,2
22,100000,UPI,Bangalore,13.0136,77.5693,3.57,100.0,2
14,100000,UPI,Mysore,12.9784,77.6065,1.71,100.0,0
20,10000,CreditCard,Hubli,12.9834,77.5832,3.2,30.0,2
21,100000,UPI,Bangalore,12.9302,77.6237,2.12,100.0,1
11,15000,Debit,Mysore,12.9751,77.5897,0.7,15.0,0
20,10000,Debit,Bangalore,12.9648,77.5949,1.26,30.0,0
9,20000,Debit,Mangalore,12.9607,77.5837,0.58,20.0,0
15,15000,UPI,Hubli,12.9668,77.6885,3.77,15.0,4
11,50000,CreditCard,Bangalore,12.9167,77.6146,3.4,50.0,3
10,5000,Debit,Mangalore,12.9179,77.6177,3.3,5.0,1
11,100000,Debit,Hubli,12.9835,77.5848,3.24,100.0,0
9,100000,Debit,Hubli,12.967,77.5992,0.68,100.0,0
16,20000,NetBanking,Mysore,12.943,77.622,1.4,20.0,1
16,5000,NetBanking,Mysore,12.9656,77.6088,1.62,5.0,0
15,20000,NetBanking,Bangalore,12.989,77.6044,3.89,20.0,0
22,50000,CreditCard,Hubli,12.9609,77.6919,2.78,70.0,4
16,15000,NetBanking,Bangalore,12.9269,77.6297,0.67,15.0,1
22,20000,NetBanking,Bangalore,13.0054,77.594,3.42,40.0,2
10,50000,Debit,Mysore,12.9781,77.5796,1.44,50.0,0
10,15000,NetBanking,Hubli,12.9821,77.5846,0.62,15.0,0
10,50000,Debit,Mangalore,12.9062,77.6125,3.01,50.0,3
10,10000,NetBanking,Mangalore,12.93,77.6411,2.68,10.0,3
16,100000,Debit,Bangalore,12.9777,77.5928,2.92,100.0,0
15,5000,Debit,Mangalore,13.0065,77.5889,2.41,5.0,2
20,100000,NetBanking,Mangalore,12.9684,77.6126,3.16,100.0,0
16,20000,Debit,Hubli,12.9123,77.615,1.93,20.0,3
22,15000,Debit,Hubli,13.0079,77.5842,1.95,35.0,2
14,5000,NetBanking,Bangalore,13.0096,77.5738,3.96,5.0,2
9,20000,UPI,Mangalore,12.9044,77.599,2.45,20.0,3
11,50000,Debit,Bangalore,12.9144,77.6178,2.23,50.0,3
14,20000,Debit,Mysore,12.9762,77.6113,2.37,20.0,0
16,50000,UPI,Mysore,12.9715,77.6013,1.05,50.0,0
22,100000,UPI,Mysore,12.9607,77.5907,1.88,100.0,0
10,5000,UPI,Hubli,12.9786,77.6031,0.83,5.0,0
11,5000,Debit,Bangalore,12.9687,77.5939,2.35,5.0,0
10,5000,UPI,Hubli,12.9564,77.591,2.87,5.0,0
9,10000,CreditCard,Mysore,12.9189,77.6158,0.81,10.0,3
15,10000,CreditCard,Mangalore,12.965,77.7005,3.21,10.0,4
20,15000,NetBanking,Hubli,12.9717,77.588,3.96,35.0,0
16,15000,CreditCard,Bangalore,12.9786,77.5988,0.86,15.0,0
10,10000,CreditCard,Mysore,12.9765,77.5893,1.72,10.0,0
11,10000,CreditCard,Hubli,12.8885,77.621,0.76,10.0,3
20,5000,UPI,Bangalore,12.9964,77.5714,2.79,25.0,2
21,50000,UPI,Mysore,12.9421,77.6206,3.79,70.0,1
22,50000,CreditCard,Mangalore,12.9458,77.6307,1.42,70.0,1
16,15000,Debit,Mangalore,13.008,77.5663,2.86,15.0,2
16,100000,NetBanking,Bangalore,12.9473,77.6271,3.78,100.0,1
14,15000,CreditCard,Mysore,12.9063,77.6114,3.16,15.0,3
21,20000,Debit,Hubli,12.9834,77.5841,1.24,40.0,2
20,15000,NetBanking,Mangalore,12.9613,77.5811,3.39,35.0,0
14,10000,NetBanking,Mangalore,12.8948,77.6211,1.29,10.0,3
15,50000,CreditCard,Bangalore,12.9653,77.6099,1.41,50.0,0
21,50000,CreditCard,Bangalore,12.9662,77.5775,1.71,70.0,0
